date,ticker,company,open,high,low,close,volume,daily_return
2023-02-15 00:00:00-05:00,AAPL,Apple Inc.,151.06478017591323,153.4228543120151,150.83785669682248,153.255126953125,65573800,0.013903492832626707
2023-02-16 00:00:00-05:00,AAPL,Apple Inc.,151.4593978505046,154.24173533043438,151.3015465828539,151.65673828125,68167900,-0.01042959347365835
2023-02-17 00:00:00-05:00,AAPL,Apple Inc.,150.314927401964,150.95623873407766,148.83496427712012,150.5122528076172,59144100,-0.007546552079409352
2023-02-21 00:00:00-05:00,AAPL,Apple Inc.,148.1936690103287,149.27898155177908,146.42758593465936,146.49664306640625,58867200,-0.02667962020569603
2023-02-22 00:00:00-05:00,AAPL,Apple Inc.,146.88137855335566,147.94695363892336,145.19422929242756,146.9208526611328,51011300,0.002895694985544983
2023-02-23 00:00:00-05:00,AAPL,Apple Inc.,148.0850975380816,148.33175804369702,145.27317680704334,147.40431213378906,48394200,0.0032906116721995726
2023-02-24 00:00:00-05:00,AAPL,Apple Inc.,145.14487959015725,145.2238127428134,143.77344805454538,144.75022888183594,55469600,-0.01800546546795856
2023-02-27 00:00:00-05:00,AAPL,Apple Inc.,145.73692063205627,147.1774097603546,145.48038403430326,145.94410705566406,44998500,0.008247849989948763
2023-02-28 00:00:00-05:00,AAPL,Apple Inc.,145.08572620470352,147.08860849628215,144.86866373473268,145.44091796875,50547000,-0.0034478205188658295
2023-03-01 00:00:00-05:00,AAPL,Apple Inc.,144.8686422706239,145.26329303666353,143.0729466587316,143.3689422607422,55479000,-0.014246167701258639
2023-03-02 00:00:00-05:00,AAPL,Apple Inc.,142.4513915466776,144.75026945161636,141.977792498003,143.96095275878906,52238100,0.004129279945235265
2023-03-03 00:00:00-05:00,AAPL,Apple Inc.,146.0624926286878,149.0914911594904,145.36198515518814,149.01255798339844,70732300,0.03509010691998893
2023-03-06 00:00:00-05:00,AAPL,Apple Inc.,151.73573339136513,154.21221553736532,151.41015463632306,151.77520751953125,87558000,0.018539709495092316
2023-03-07 00:00:00-05:00,AAPL,Apple Inc.,151.64687511738626,151.9724687898397,149.11121296034582,149.57493591308594,56182000,-0.014496910545565678
2023-03-08 00:00:00-05:00,AAPL,Apple Inc.,150.768776295138,151.41996369175047,149.80187125635692,150.82797241210938,47204800,0.008377315967907473
2023-03-09 00:00:00-05:00,AAPL,Apple Inc.,151.50875841619168,152.47566345847628,148.2232384177023,148.57843017578125,53833600,-0.014914622270341682
2023-03-10 00:00:00-05:00,AAPL,Apple Inc.,148.20350666672326,148.92375113671451,145.63823135434072,146.51634216308594,68572400,-0.013878784492847851
2023-03-13 00:00:00-04:00,AAPL,Apple Inc.,145.83556564568843,151.09436981836478,145.72703441304543,148.4600372314453,84457100,0.013266063291396346
2023-03-14 00:00:00-04:00,AAPL,Apple Inc.,149.25922844223368,151.35090505544113,148.0949978910982,150.55172729492188,73695900,0.014089246523734111
2023-03-15 00:00:00-04:00,AAPL,Apple Inc.,149.17043689978033,151.2029174267054,147.91739708809698,150.94639587402344,77167900,0.0026214815744254327
2023-03-16 00:00:00-04:00,AAPL,Apple Inc.,150.127461556798,154.3700254849667,149.6144034630521,153.76817321777344,76161100,0.018693903404656265
2023-03-17 00:00:00-04:00,AAPL,Apple Inc.,153.99511025228628,154.64629769155513,152.21915135199143,152.92953491210938,98944600,-0.005453913434195212
2023-03-20 00:00:00-04:00,AAPL,Apple Inc.,152.99860710640667,155.7118730486912,152.09088307007352,155.29747009277344,73641400,0.015483831700821904
2023-03-21 00:00:00-04:00,AAPL,Apple Inc.,155.21853377224946,157.2707359778321,154.44893912645242,157.15234375,73938300,0.011944004342881342
2023-03-22 00:00:00-04:00,AAPL,Apple Inc.,157.17207516380427,159.97413485829682,155.7019731494937,155.72171020507812,75701800,-0.00910348207849665
2023-03-23 00:00:00-04:00,AAPL,Apple Inc.,156.70836691747317,159.39203464017027,155.57371946683134,156.80702209472656,67622100,0.0069695605591482135
2023-03-24 00:00:00-04:00,AAPL,Apple Inc.,156.73798864921076,158.19821496579544,155.7414853951506,158.1094207763672,59196500,0.008305742078654088
2023-03-27 00:00:00-04:00,AAPL,Apple Inc.,157.8035399490982,158.62245469903792,155.76118357485748,156.16571044921875,52390300,-0.012293450432012243
2023-03-28 00:00:00-04:00,AAPL,Apple Inc.,155.8598305517969,156.37288858285143,153.8964076451378,155.54409790039062,45992200,-0.003980467588179382
2023-03-29 00:00:00-04:00,AAPL,Apple Inc.,157.24112870815475,158.89869507550165,157.22140670798015,158.6224365234375,51305700,0.019790777436108353
2023-03-30 00:00:00-04:00,AAPL,Apple Inc.,159.37230833774987,160.29975438530866,159.1157867936236,160.19122314453125,49501700,0.009890067606305841
2023-03-31 00:00:00-04:00,AAPL,Apple Inc.,160.27014967971024,162.79595111857384,159.74723055627194,162.69728088378906,68749800,0.015644163831602276
2023-04-03 00:00:00-04:00,AAPL,Apple Inc.,162.07568831410026,164.06869434845072,162.0263532022681,163.95030212402344,56976200,0.00770154997937178
2023-04-04 00:00:00-04:00,AAPL,Apple Inc.,164.37460092662135,164.61138542575975,162.9044985896194,163.4175567626953,46278300,-0.003249432019497678
2023-04-05 00:00:00-04:00,AAPL,Apple Inc.,162.53944524256352,162.84530192290984,159.6387146980463,161.57252502441406,51511700,-0.011290290803701697
2023-04-06 00:00:00-04:00,AAPL,Apple Inc.,160.26025717712315,162.75647535534287,159.83600833200663,162.46047973632812,45390100,0.0054957036277045734
2023-04-10 00:00:00-04:00,AAPL,Apple Inc.,159.26376357061562,159.86561584472656,157.94166678976978,159.86561584472656,47716900,-0.015972277662930745
2023-04-11 00:00:00-04:00,AAPL,Apple Inc.,160.18133670413533,160.191197704471,158.36590395989919,158.65203857421875,47644200,-0.007591233825330668
2023-04-12 00:00:00-04:00,AAPL,Apple Inc.,159.0664602524204,159.8952361057982,157.64569304379242,157.96142578125,50133100,-0.00435300295650265
2023-04-13 00:00:00-04:00,AAPL,Apple Inc.,159.47098360495934,163.58527977239888,159.26378211877287,163.34848022460938,68445600,0.03410360736310114
2023-04-14 00:00:00-04:00,AAPL,Apple Inc.,162.39143019016473,164.0983319737809,161.63172656331614,163.00315856933594,49386500,-0.0021140181702248295
2023-04-17 00:00:00-04:00,AAPL,Apple Inc.,162.88477412221818,163.18076982399003,161.83893569026216,163.0229034423828,41516200,0.00012113184321194126
2023-04-18 00:00:00-04:00,AAPL,Apple Inc.,163.88123939813596,165.17373798707087,163.43723846181683,164.2462921142578,49923000,0.0075043975174162725
2023-04-19 00:00:00-04:00,AAPL,Apple Inc.,163.58525138616776,165.91372717633618,163.32871482350347,165.39080810546875,47720200,0.006968291195363907
2023-04-20 00:00:00-04:00,AAPL,Apple Inc.,163.87135682166968,165.62757827712016,163.34843779588732,164.4238739013672,52456400,-0.005846359995320571
2023-04-21 00:00:00-04:00,AAPL,Apple Inc.,162.84528714652217,164.226580111448,162.29276996055185,162.81568908691406,58337300,-0.009780725732187912
2023-04-24 00:00:00-04:00,AAPL,Apple Inc.,162.79592733482866,163.3879185471219,161.70075413055952,163.12152099609375,41949600,0.001878393359355135
2023-04-25 00:00:00-04:00,AAPL,Apple Inc.,162.98342757965568,164.08846202710322,161.54292334211996,161.5823974609375,48714100,-0.009435441294058933
2023-04-26 00:00:00-04:00,AAPL,Apple Inc.,160.8818784792827,163.07222541881754,160.62535692108122,161.57252502441406,45498800,-6.109846541813013e-05
2023-04-27 00:00:00-04:00,AAPL,Apple Inc.,162.98342657757053,166.30840595665688,162.98342657757053,166.16041564941406,64902300,0.028395239997064836
2023-04-28 00:00:00-04:00,AAPL,Apple Inc.,166.23936050031372,167.58119458170708,165.6375081170057,167.4134521484375,55275900,0.0075411252079873314
2023-05-01 00:00:00-04:00,AAPL,Apple Inc.,167.01878932487827,168.17315888477142,166.38733892318547,167.32464599609375,52472900,-0.0005304600747675359
2023-05-02 00:00:00-04:00,AAPL,Apple Inc.,167.81796415576136,168.07450075678005,165.3020235951721,166.28866577148438,48425700,-0.006191438317063924
2023-05-03 00:00:00-04:00,AAPL,Apple Inc.,167.23583030731814,168.6368602354505,164.92709148440827,165.2132110595703,65136000,-0.006467396361168443
2023-05-04 00:00:00-04:00,AAPL,Apple Inc.,162.68740659727376,164.8086809772467,162.11515240317325,163.57537841796875,81235400,-0.009913448392519952
2023-05-05 00:00:00-04:00,AAPL,Apple Inc.,168.6960655683585,171.97172463520235,168.4790030974248,171.25148010253906,113453200,0.04692699939813849
2023-05-08 00:00:00-04:00,AAPL,Apple Inc.,170.1760244116815,171.5277343198539,169.8109716539451,171.18240356445312,55962800,-0.0004033631595159459
2023-05-09 00:00:00-04:00,AAPL,Apple Inc.,170.73841026688106,171.22185523763014,169.30778230115573,169.4755096435547,45326900,-0.009971199640597228
2023-05-10 00:00:00-04:00,AAPL,Apple Inc.,170.70882753380215,171.70533067690712,169.60377809797177,171.24160766601562,53724500,0.010420963041653852
2023-05-11 00:00:00-04:00,AAPL,Apple Inc.,171.52774738748727,172.2578529585823,169.87018071223292,171.4290771484375,49514700,0.0010947659565747614
2023-05-12 00:00:00-04:00,AAPL,Apple Inc.,171.5377153905618,171.97244074298538,168.94914270667581,170.5003204345703,45533100,-0.005417731515074298
2023-05-15 00:00:00-04:00,AAPL,Apple Inc.,171.0832561601379,171.13265951386708,169.41352230428424,170.00633239746094,37266700,-0.002897285095126545
2023-05-16 00:00:00-04:00,AAPL,Apple Inc.,169.92729004665156,171.0634918034888,169.73956634795272,170.00633239746094,42110300,0.0
2023-05-17 00:00:00-04:00,AAPL,Apple Inc.,169.65065404284252,170.8560084675657,168.37611683004315,170.618896484375,57951600,0.0036031839418895206
2023-05-18 00:00:00-04:00,AAPL,Apple Inc.,170.92516002115397,173.13830046836398,170.51019901401196,172.95057678222656,65496700,0.013666014409283722
2023-05-19 00:00:00-04:00,AAPL,Apple Inc.,174.27450921230027,174.27450921230027,172.84190244667505,173.05926513671875,55809500,0.0006284359180197541
2023-05-22 00:00:00-04:00,AAPL,Apple Inc.,171.89343134950482,172.61468722054929,171.3697889134683,172.1107940673828,43570900,-0.005480614219565916
2023-05-23 00:00:00-04:00,AAPL,Apple Inc.,171.0536346915268,171.30063640969706,169.22581594675142,169.50245666503906,50747300,-0.015154990228692822
2023-05-24 00:00:00-04:00,AAPL,Apple Inc.,169.03807815911904,170.35212899950594,168.4749221279745,169.77908325195312,45143500,0.001631991608597838
2023-05-25 00:00:00-04:00,AAPL,Apple Inc.,170.3422375122457,171.81435783591468,169.63087148741525,170.915283203125,56058300,0.00669222574070405
2023-05-26 00:00:00-04:00,AAPL,Apple Inc.,171.24135456411133,173.6619683326656,171.03386649216068,173.32603454589844,54835000,0.014104948940747208
2023-05-30 00:00:00-04:00,AAPL,Apple Inc.,174.8376957969301,176.84334846181008,174.45237373510062,175.17361450195312,55964400,0.010659563988152154
2023-05-31 00:00:00-04:00,AAPL,Apple Inc.,175.20324889662425,177.19902686801004,174.64007778024913,175.12420654296875,99625300,-0.00028205137585846085
2023-06-01 00:00:00-04:00,AAPL,Apple Inc.,175.568824614325,177.95979952365096,174.8080550736066,177.93016052246094,68901800,0.01602265063684216
2023-06-02 00:00:00-04:00,AAPL,Apple Inc.,178.85888855278898,179.59989373048958,177.11011211219468,178.77984619140625,61996900,0.004775388649402412
2023-06-05 00:00:00-04:00,AAPL,Apple Inc.,180.43967788018574,182.7318457046313,175.90471543246178,177.42625427246094,121946500,-0.007571278014727234
2023-06-06 00:00:00-04:00,AAPL,Apple Inc.,177.81160982601426,177.95980483638854,175.30206376122024,177.06072998046875,64848400,-0.0020601477131499957
2023-06-07 00:00:00-04:00,AAPL,Apple Inc.,176.29992201473482,179.03670485789638,175.19335930953716,175.68736267089844,61944600,-0.007756476039163518
2023-06-08 00:00:00-04:00,AAPL,Apple Inc.,175.76641213704826,178.67115468077665,175.3317017878174,178.40440368652344,50214900,0.01546520463577461
2023-06-09 00:00:00-04:00,AAPL,Apple Inc.,179.3232203666376,180.04446105377914,178.46365934119785,178.78970336914062,48900000,0.002159698273447308
2023-06-12 00:00:00-04:00,AAPL,Apple Inc.,179.09600328256303,181.68457636718009,178.79959821677159,181.5857696533203,54274900,0.01563885521084374
2023-06-13 00:00:00-04:00,AAPL,Apple Inc.,180.6076484418825,181.94144859403625,180.2519653861507,181.1115264892578,54929100,-0.0026116758211169877
2023-06-14 00:00:00-04:00,AAPL,Apple Inc.,181.17082015656314,182.17859141427,179.8370198890403,181.74386596679688,57462900,0.003491436960399996
2023-06-15 00:00:00-04:00,AAPL,Apple Inc.,181.7537423543279,184.28303741690132,181.57589328622848,183.77914428710938,65433200,0.011198608049222125
2023-06-16 00:00:00-04:00,AAPL,Apple Inc.,184.490530124381,184.74742157511324,182.06004151498252,182.70223999023438,101256200,-0.005859774247248706
2023-06-20 00:00:00-04:00,AAPL,Apple Inc.,182.19834264439277,183.86807659469073,182.19834264439277,182.7911376953125,49799100,0.000486571511563616
2023-06-21 00:00:00-04:00,AAPL,Apple Inc.,182.68246747271866,183.18636063386023,180.40017397466633,181.75375366210938,49515700,-0.005675242499624367
2023-06-22 00:00:00-04:00,AAPL,Apple Inc.,181.53636658960147,184.8066665365007,181.46719888037438,184.75726318359375,51245300,0.016525158138236185
2023-06-23 00:00:00-04:00,AAPL,Apple Inc.,183.32467881492002,185.31056720794078,182.79114665956078,184.4411163330078,53117000,-0.001711147075564634
2023-06-26 00:00:00-04:00,AAPL,Apple Inc.,184.5893075659166,185.79467703737228,183.0084906957425,183.0480194091797,48088700,-0.007553071416640633
2023-06-27 00:00:00-04:00,AAPL,Apple Inc.,183.66056221310203,186.1305789275048,183.44319953617173,185.80453491210938,50730800,0.015058974753328958
2023-06-28 00:00:00-04:00,AAPL,Apple Inc.,185.67610944091012,187.6224840299043,185.3500804657921,186.98028564453125,51216800,0.0063278903982513235
2023-06-29 00:00:00-04:00,AAPL,Apple Inc.,186.81232983886036,187.79046201011187,186.67400948819943,187.3162078857422,46347300,0.0017965650231681618
2023-06-30 00:00:00-04:00,AAPL,Apple Inc.,189.33177465497502,192.14758538728958,188.9662018357955,191.64370727539062,85213200,0.023102642523534778
2023-07-03 00:00:00-04:00,AAPL,Apple Inc.,191.4559555638213,191.55476227365418,189.46017761633829,190.15179443359375,31458200,-0.0077848256173265185
2023-07-05 00:00:00-04:00,AAPL,Apple Inc.,189.2724969662243,190.6655752957469,188.33387831143204,189.03536987304688,46920300,-0.005871228109481597
2023-07-06 00:00:00-04:00,AAPL,Apple Inc.,187.56322301313529,189.71708585705593,186.93089921117289,189.5095977783203,45094300,0.0025086728774192935
2023-07-07 00:00:00-04:00,AAPL,Apple Inc.,189.11439856972888,190.3592817984136,187.9584323411384,188.3931427001953,46815000,-0.005891285144465241
2023-07-10 00:00:00-04:00,AAPL,Apple Inc.,186.9901751208951,187.71143099184326,184.79679865953796,186.3479766845703,59922200,-0.010855841068905692
2023-07-11 00:00:00-04:00,AAPL,Apple Inc.,186.8913747422291,187.0296950947768,184.3620796809065,185.82432556152344,46638100,-0.002810071417803761
2023-07-12 00:00:00-04:00,AAPL,Apple Inc.,187.40510175376477,189.40087948911426,186.20962210110736,187.49403381347656,60750200,0.008985412684306082
2023-07-13 00:00:00-04:00,AAPL,Apple Inc.,188.21527762484376,188.89700466458706,187.50391158996257,188.25479125976562,41342300,0.00405750215522005
2023-07-14 00:00:00-04:00,AAPL,Apple Inc.,187.94854060692288,188.88714410801785,187.35574553686786,188.4030303955078,41616200,0.0007874388468425142
2023-07-17 00:00:00-04:00,AAPL,Apple Inc.,189.598506397075,191.9894962144421,189.5095893997432,191.6634521484375,50520200,0.0173055695870985
2023-07-18 00:00:00-04:00,AAPL,Apple Inc.,191.0311380681889,191.9993805984401,190.1122838217696,191.4065704345703,48288200,-0.0013402748984623347
2023-07-19 00:00:00-04:00,AAPL,Apple Inc.,190.78413334726974,195.8525983579603,190.3395181934612,192.76014709472656,80507300,0.007071735610136409
2023-07-20 00:00:00-04:00,AAPL,Apple Inc.,192.7502514500073,194.11370571807572,190.1913173439326,190.8137664794922,59581200,-0.010097422338435358
2023-07-21 00:00:00-04:00,AAPL,Apple Inc.,191.77211391982547,192.63167495782974,188.93652432958442,189.6380157470703,71951700,-0.0061617709985732905
2023-07-24 00:00:00-04:00,AAPL,Apple Inc.,191.09039681521514,192.57240699977407,189.94430532096735,190.4383087158203,45377800,0.004220108323730765
2023-07-25 00:00:00-04:00,AAPL,Apple Inc.,191.01136672601527,192.10805493602857,190.60628029804008,191.29788208007812,37283200,0.004513657835202078
2023-07-26 00:00:00-04:00,AAPL,Apple Inc.,191.34726521155525,193.29363971255637,191.00147189498233,192.1673126220703,47471900,0.004544904170074693
2023-07-27 00:00:00-04:00,AAPL,Apple Inc.,193.66908608151945,194.83492680246852,190.24070147552166,190.9026641845703,47460200,-0.006580975818645807
2023-07-28 00:00:00-04:00,AAPL,Apple Inc.,192.3352927070371,194.27179277672036,191.8116502798051,193.48138427734375,48291400,0.013508036170098991
2023-07-31 00:00:00-04:00,AAPL,Apple Inc.,193.70862628447964,194.13347708185938,192.91821776612247,194.0939483642578,38824100,0.0031660104624637864
2023-08-01 00:00:00-04:00,AAPL,Apple Inc.,193.88647197429418,194.37058568804014,192.93797875368105,193.26402282714844,35175100,-0.004275895998322676
2023-08-02 00:00:00-04:00,AAPL,Apple Inc.,192.70084355962268,192.83916391140565,189.54911446715442,190.27035522460938,50389300,-0.01549004081952976
2023-08-03 00:00:00-04:00,AAPL,Apple Inc.,189.2724853572926,190.06287880115997,188.40303447809214,188.8772735595703,61235200,-0.007321590709149395
2023-08-04 00:00:00-04:00,AAPL,Apple Inc.,183.295020485719,185.13271368389906,179.73819007769725,179.80735778808594,115956800,-0.04802015404263971
2023-08-07 00:00:00-04:00,AAPL,Apple Inc.,179.94570917112617,180.93371611312844,175.22303719441848,176.70504760742188,97576100,-0.01725352187378404
2023-08-08 00:00:00-04:00,AAPL,Apple Inc.,177.5349191282476,178.1079648000796,175.45022447284256,177.6436004638672,67823000,0.005311409431441039
2023-08-09 00:00:00-04:00,AAPL,Apple Inc.,178.70079919463467,178.76007719518685,174.88709204262926,176.05294799804688,60378500,-0.008954178262919443
2023-08-10 00:00:00-04:00,AAPL,Apple Inc.,177.32744074056737,178.58221348809383,175.46999837048295,175.83555603027344,54686900,-0.0012348101536808764
2023-08-11 00:00:00-04:00,AAPL,Apple Inc.,175.4299516016464,176.71608281179377,174.6681548123879,175.89492797851562,52036700,0.00033765610086256004
2023-08-14 00:00:00-04:00,AAPL,Apple Inc.,176.07301094207762,177.77467859210861,175.42004228880285,177.54713439941406,43675600,0.009393144190605884
2023-08-15 00:00:00-04:00,AAPL,Apple Inc.,176.97331337741676,177.56690888775307,175.1628176334086,175.5585479736328,43622600,-0.011200329605476345
2023-08-16 00:00:00-04:00,AAPL,Apple Inc.,175.24197103328896,176.6369303294026,174.61868139075943,174.6879425048828,46964900,-0.004959060545891236
2023-08-17 00:00:00-04:00,AAPL,Apple Inc.,175.25187020963352,175.6179215615527,171.6308784010705,172.1453399658203,66062900,-0.014555111833156054
2023-08-18 00:00:00-04:00,AAPL,Apple Inc.,170.46346761685473,173.23362560342792,170.12709527960956,172.630126953125,61172200,0.002816149350316044
2023-08-21 00:00:00-04:00,AAPL,Apple Inc.,173.2039318191006,174.2526308376999,171.88810651020768,173.96571350097656,46311900,0.007736694465932947
2023-08-22 00:00:00-04:00,AAPL,Apple Inc.,175.17272569654475,175.78611232307705,174.3713618531986,175.34091186523438,42038900,0.0079049965454836
2023-08-23 00:00:00-04:00,AAPL,Apple Inc.,176.6171302332487,179.6148317580196,176.42915305906453,179.1894073486328,52722800,0.02194864531305929
2023-08-24 00:00:00-04:00,AAPL,Apple Inc.,178.74423570753817,179.16966018527063,174.13390304899033,174.49996948242188,54945800,-0.026170285038596752
2023-08-25 00:00:00-04:00,AAPL,Apple Inc.,175.4893219988908,177.2404448053197,173.9459523611551,176.70620727539062,51449600,0.012643198732427141
2023-08-28 00:00:00-04:00,AAPL,Apple Inc.,178.17040801110178,178.6650784859593,176.64682959084442,178.26934814453125,43820700,0.00884598732122921
2023-08-29 00:00:00-04:00,AAPL,Apple Inc.,177.78458503986462,182.92915552039761,177.58671984756458,182.157470703125,53003900,0.021810381869133533
2023-08-30 00:00:00-04:00,AAPL,Apple Inc.,182.9687355268348,185.84772159478027,182.77087033679462,185.64984130859375,60813900,0.019172261186918504
2023-08-31 00:00:00-04:00,AAPL,Apple Inc.,185.8378136528603,187.10416895130786,185.48165028166278,185.86749267578125,60794500,0.0011723757243924382
2023-09-01 00:00:00-04:00,AAPL,Apple Inc.,187.47021551879786,187.8956248663274,186.27310636870047,187.44053649902344,45766500,0.008463254120429475
2023-09-05 00:00:00-04:00,AAPL,Apple Inc.,186.27313129788112,187.9550080601447,185.6102746073009,187.67799377441406,45280000,0.0012668405662179527
2023-09-06 00:00:00-04:00,AAPL,Apple Inc.,186.39181412957188,186.83702959860793,179.5356891370561,180.96034240722656,81755800,-0.03579349518869013
2023-09-07 00:00:00-04:00,AAPL,Apple Inc.,173.312752460059,176.31046963604499,171.69023379276553,175.66738891601562,112488800,-0.02924924555734909
2023-09-08 00:00:00-04:00,AAPL,Apple Inc.,176.44896296342043,178.31881673909905,175.89491935539235,176.28076171875,65551300,0.003491671428142107
2023-09-11 00:00:00-04:00,AAPL,Apple Inc.,178.15065045906456,178.3781946740771,175.44973851819339,177.44821166992188,58953100,0.006622673624672171
2023-09-12 00:00:00-04:00,AAPL,Apple Inc.,177.57683789873767,178.21001559327632,172.95661681425068,174.42083740234375,90370200,-0.017060607368697855
2023-09-13 00:00:00-04:00,AAPL,Apple Inc.,174.62857587906927,175.4101637291933,172.12554433664133,172.3531036376953,84267900,-0.011854855162050981
2023-09-14 00:00:00-04:00,AAPL,Apple Inc.,172.14534712441645,174.2229694212733,171.72982568427443,173.86680603027344,60895800,0.00878256533030064
2023-09-15 00:00:00-04:00,AAPL,Apple Inc.,174.5989096220804,174.61870067060727,171.96727382158934,173.1445770263672,109259500,-0.004153921156062945
2023-09-18 00:00:00-04:00,AAPL,Apple Inc.,174.59888982853914,177.46798769380123,174.2921965438023,176.07301330566406,67257600,0.016913242849361243
2023-09-19 00:00:00-04:00,AAPL,Apple Inc.,175.62781908525017,177.71532920549458,175.24197669791334,177.1613006591797,51826900,0.006180886741719682
2023-09-20 00:00:00-04:00,AAPL,Apple Inc.,177.3492658362857,177.78457830053213,173.5304088946865,173.6194610595703,58436200,-0.019992174286545317
2023-09-21 00:00:00-04:00,AAPL,Apple Inc.,172.6894667209782,174.42081339229338,172.00681904661934,172.07606506347656,63149100,-0.008889533389141224
2023-09-22 00:00:00-04:00,AAPL,Apple Inc.,172.80817906033587,175.19249433338604,172.19479251227028,172.92689514160156,56725400,0.0049444998513368255
2023-09-25 00:00:00-04:00,AAPL,Apple Inc.,172.34318970903263,175.08366835534056,172.2937196425223,174.20315551757812,46172700,0.0073803463303465655
2023-09-26 00:00:00-04:00,AAPL,Apple Inc.,172.95660640862047,173.3325457352886,169.83028512536117,170.12709045410156,64588900,-0.023398342305373854
2023-09-27 00:00:00-04:00,AAPL,Apple Inc.,170.7800319235512,171.19555331579562,167.24809254140138,168.61337280273438,66921800,-0.008897569736405764
2023-09-28 00:00:00-04:00,AAPL,Apple Inc.,167.53498917707262,170.19631868961176,165.83332157268651,168.87060546875,56294400,0.0015255768966591088
2023-09-29 00:00:00-04:00,AAPL,Apple Inc.,170.18643455541363,171.22524557281096,168.52433390834895,169.38507080078125,51861100,0.003046506113975278
2023-10-02 00:00:00-04:00,AAPL,Apple Inc.,169.39496352748424,172.4421355524603,169.10804618991,171.8979949951172,52164500,0.014835570705587608
2023-10-03 00:00:00-04:00,AAPL,Apple Inc.,170.42388604353025,171.77929356494764,168.9992475938596,170.56239318847656,49594600,-0.007769734642213644
2023-10-04 00:00:00-04:00,AAPL,Apple Inc.,169.26634637027362,172.3531005247124,169.14763028223018,171.8089599609375,53020300,0.007308567552071432
